"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @renu_18: Lol<ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C>
He is actually speaking about his own sense of panic after hearing that more #SurgicalStrikeonBlackMoney is yet to come…",FALSE,0,NA,2016-11-13 12:05:50,FALSE,NA,"797772457180622848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","manajitg",5,TRUE,FALSE,NA,NA
"2","<U+0D24><U+0D1F><U+0D4D><U+0D1F><U+0D2E><U+0D3F><U+0D1F><U+0D4D><U+0D1F><U+0D42><U+0D1F><U+0D47> <U+0D2A><U+0D46><U+0D23><U+0D4D><U+0D23><U+0D46> <U+0D0E><U+0D28><U+0D4D><U+0D28><U+0D4A><U+0D30><U+0D41> <U+0D15><U+0D2E><U+0D28><U+0D4D><U+0D31><U+0D4D> <U+0D2A><U+0D4D><U+0D30><U+0D24><U+0D40><U+0D15><U+0D4D><U+0D37><U+0D3F><U+0D1A><U+0D4D><U+0D1A><U+0D3F><U+0D30><U+0D41><U+0D28><U+0D4D><U+0D28><U+0D41> 
<U+0D39><U+0D39><U+0D39>
#SurgicalStrikeonBlackMoney
#SurgicalStrikeOnCorruption… https://t.co/OLAkyGTjBs",FALSE,0,NA,2016-11-13 12:05:47,TRUE,NA,"797772445092560896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tagocharly",0,FALSE,FALSE,NA,NA
"3","RT @nupur11: #SurgicalStrikeonBlackMoney
<U+092E><U+0941><U+0901><U+0939> <U+092E><U+0947><U+0902> <U+092C><U+0924><U+093E><U+0936><U+093E> <U+0928><U+0939><U+0940>
<U+092C><U+0947><U+0908><U+092E><U+093E><U+0928><U+094B><U+0902> <U+0915><U+0947> <U+092E><U+0941><U+0901><U+0939> <U+092E><U+0947><U+0902> <U+0915><U+0921><U+093C><U+0935><U+0940> <U+0926><U+0935><U+093E> <U+0939><U+0948>
<U+091C><U+094B> <U+092A><U+093F><U+092F><U+0947> <U+092E><U+0941><U+0916><U+094D><U+092F> <U+0927><U+093E><U+0930><U+093E> <U+0938><U+0947> <U+091C><U+0941><U+0921><U+093C><U+0947><U+0917><U+093E>
<U+091C><U+094B> <U+0928> <U+092A><U+093F><U+092F><U+093E> <U+0928><U+0924><U+0940><U+091C><U+093E>…",FALSE,0,NA,2016-11-13 12:05:39,FALSE,NA,"797772410275688448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hre_Krsna",1,TRUE,FALSE,NA,NA
"4","RT @bhupendrachaube: Delhi airport must be the only airport in the world today where ATM machine has no cash. #SurgicalStrikeonBlackMoney h…",FALSE,0,NA,2016-11-13 12:05:16,FALSE,NA,"797772314691543040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","krishanu76",74,TRUE,FALSE,NA,NA
"5","#SurgicalStrikeonBlackMoney
<U+092E><U+0941><U+0901><U+0939> <U+092E><U+0947><U+0902> <U+092C><U+0924><U+093E><U+0936><U+093E> <U+0928><U+0939><U+0940>
<U+092C><U+0947><U+0908><U+092E><U+093E><U+0928><U+094B><U+0902> <U+0915><U+0947> <U+092E><U+0941><U+0901><U+0939> <U+092E><U+0947><U+0902> <U+0915><U+0921><U+093C><U+0935><U+0940> <U+0926><U+0935><U+093E> <U+0939><U+0948>
<U+091C><U+094B> <U+092A><U+093F><U+092F><U+0947> <U+092E><U+0941><U+0916><U+094D><U+092F> <U+0927><U+093E><U+0930><U+093E> <U+0938><U+0947> <U+091C><U+0941><U+0921><U+093C><U+0947><U+0917><U+093E>
<U+091C><U+094B> <U+0928> <U+092A><U+093F><U+092F><U+093E> <U+0928><U+0924><U+0940><U+091C><U+093E> <U+092D><U+0941><U+0917><U+0924><U+0947>
#PMModi",FALSE,1,NA,2016-11-13 12:05:13,FALSE,NA,"797772301932474368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nupur11",1,FALSE,FALSE,NA,NA
"6","RT @SirJadeja: Do You Support Prime Minister Modi's #SurgicalStrikeonBlackMoney?

RT -Yes
Fav -No

#BlackMoney #CORRUPTION #CurrencyBan Rs…",FALSE,0,NA,2016-11-13 12:05:03,FALSE,NA,"797772260605972480",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","persistantWebS",6205,TRUE,FALSE,NA,NA
"7","#SurgicalStrikeOnBlackMoney <U+0915><U+093E> <U+092F><U+0941><U+0927><U+094D><U+0926>
@narendramodi <U+091C><U+0940>""<U+0908><U+092E><U+093E><U+0928><U+0926><U+093E><U+0930><U+094B><U+0902>""<U+0915><U+0947> <U+0932><U+093F><U+090F> <U+0932><U+0921><U+093C> <U+0930><U+0939><U+0947> <U+0939><U+0948><U+0902>!<U+0939><U+092E> <U+092E><U+094B><U+0926><U+0940><U+091C><U+0940> <U+0915><U+093E> <U+0938><U+093E><U+0925> <U+0926><U+0947><U+0902>
<U+0935><U+0930><U+0928><U+093E>""<U+092C><U+0947><U+0908><U+092E><U+093E><U+0928>""""<U+091C><U+092F><U+091A><U+0902><U+0926>""<U+092B><U+093F><U+0930> <U+0939><U+093E><U+0935><U+0940> <U+0939><U+094B><U+0902><U+0917><U+0947><U+0964>",FALSE,1,NA,2016-11-13 12:04:39,FALSE,NA,"797772158999085056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prakash_lekhak",0,FALSE,FALSE,NA,NA
"8","RT @renu_18: Lol<ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C>
He is actually speaking about his own sense of panic after hearing that more #SurgicalStrikeonBlackMoney is yet to come…",FALSE,0,NA,2016-11-13 12:04:27,FALSE,NA,"797772108977885184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rajgrad",5,TRUE,FALSE,NA,NA
"9","RT @SbSdesi: #DeMonetisation  #IndiaFightsCorruption #BlackmoneyCleanup  #ModiinGoa #SurgicalStrikeonBlackMoney #ModiFightsCorruption #WePr…",FALSE,0,NA,2016-11-13 12:04:18,FALSE,NA,"797772071740854272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rajendr76194898",4,TRUE,FALSE,NA,NA
"10","RT @SbSdesi: #DeMonetisation  #IndiaFightsCorruption #BlackmoneyCleanup  #ModiinGoa #SurgicalStrikeonBlackMoney #ModiFightsCorruption #WePr…",FALSE,0,NA,2016-11-13 12:03:45,FALSE,NA,"797771933613981696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eshu201",4,TRUE,FALSE,NA,NA
"11","RT @KiranKS: While #AAPCON and media are busy blaming Modi for #SurgicalStrikeonBlackMoney, RSS is distributing butter milk to people stand…",FALSE,0,NA,2016-11-13 12:03:35,FALSE,NA,"797771891486375936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wolverin81",138,TRUE,FALSE,NA,NA
"12","RT @KiranKS: While #AAPCON and media are busy blaming Modi for #SurgicalStrikeonBlackMoney, RSS is distributing butter milk to people stand…",FALSE,0,NA,2016-11-13 12:03:31,FALSE,NA,"797771875753435136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","abhijithshettyk",138,TRUE,FALSE,NA,NA
"13","#DeMonetisation  #IndiaFightsCorruption #BlackmoneyCleanup  #ModiinGoa #SurgicalStrikeonBlackMoney… https://t.co/9vguKjcN02",FALSE,0,NA,2016-11-13 12:03:30,TRUE,NA,"797771868816031745",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SbSdesi",0,FALSE,FALSE,NA,NA
"14","RT @SbSdesi: #DeMonetisation  #IndiaFightsCorruption #BlackmoneyCleanup  #ModiinGoa #SurgicalStrikeonBlackMoney #ModiFightsCorruption #WePr…",FALSE,0,NA,2016-11-13 12:02:52,FALSE,NA,"797771711160545280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LillyMaryPinto",4,TRUE,FALSE,NA,NA
"15","#DeMonetisation  #IndiaFightsCorruption #BlackmoneyCleanup  #ModiinGoa #SurgicalStrikeonBlackMoney… https://t.co/77Uf1uyMs6",FALSE,3,NA,2016-11-13 12:02:25,TRUE,NA,"797771598199521280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SbSdesi",4,FALSE,FALSE,NA,NA
"16","RT @rashmi21044: @ANI_news This crook has suffered so much from #SurgicalStrikeonBlackMoney that he's coming out again n again2 whine https…",FALSE,0,NA,2016-11-13 12:02:17,FALSE,NA,"797771565479829504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoshiRakesh2004",3,TRUE,FALSE,NA,NA
"17","no #kashmir in news past 3 days , no stone pelters , missing najeeb..#SurgicalStrikeonBlackMoney #SurgicalStrikeOnCorruption #DeMonetisation",FALSE,0,NA,2016-11-13 12:02:12,FALSE,NA,"797771541618552832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MaincIndia",0,FALSE,FALSE,NA,NA
"18","RT @KiranKS: While #AAPCON and media are busy blaming Modi for #SurgicalStrikeonBlackMoney, RSS is distributing butter milk to people stand…",FALSE,0,NA,2016-11-13 12:02:07,FALSE,NA,"797771522987491328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sankara101",138,TRUE,FALSE,NA,NA
"19","#DeMonetisation  #IndiaFightsCorruption #BlackmoneyCleanup  #ModiinGoa #SurgicalStrikeonBlackMoney… https://t.co/HKSHmFntMO",FALSE,0,NA,2016-11-13 12:02:07,TRUE,NA,"797771522907611137",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SbSdesi",0,FALSE,FALSE,NA,NA
"20","@narendramodi @PMOIndia @arunjaitley #SurgicalStrikeonBlackMoney  Hope adivasis/fisherfolks too have a smooth transition of currency.",FALSE,0,"narendramodi",2016-11-13 12:01:47,FALSE,NA,"797771440493760512","18839785","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EHIndia",0,FALSE,FALSE,NA,NA
"21","RT @renu_18: Lol<ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C>
He is actually speaking about his own sense of panic after hearing that more #SurgicalStrikeonBlackMoney is yet to come…",FALSE,0,NA,2016-11-13 12:00:10,FALSE,NA,"797771029993160704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kapilsecurity",5,TRUE,FALSE,NA,NA
"22","RT @KiranKS: While #AAPCON and media are busy blaming Modi for #SurgicalStrikeonBlackMoney, RSS is distributing butter milk to people stand…",FALSE,0,NA,2016-11-13 12:00:09,FALSE,NA,"797771029460324354",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ADVAMIT82",138,TRUE,FALSE,NA,NA
"23","@narendramodi We are always with you. Let the lion roar needs to be seen by everyone. #SurgicalStrikeonBlackMoney <ed><U+00A0><U+00BD><ed><U+00B2><U+00AF> https://t.co/TAXxc0HSU0",FALSE,0,"narendramodi",2016-11-13 12:00:02,FALSE,"797764486698389504","797770996845608960","18839785","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShatakshiPurari",0,FALSE,FALSE,NA,NA
"24","RT @KiranKS: While #AAPCON and media are busy blaming Modi for #SurgicalStrikeonBlackMoney, RSS is distributing butter milk to people stand…",FALSE,0,NA,2016-11-13 11:59:59,FALSE,NA,"797770985055236097",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","roshan_halwai",138,TRUE,FALSE,NA,NA
"25","Dear Indians, observe who all r most rattled  &amp;  frustrated abt #DeMonetisation.vote accordingly in 2019! #SurgicalStrikeonBlackMoney",FALSE,0,NA,2016-11-13 11:59:46,FALSE,NA,"797770931401695232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mandarsavarkar",0,FALSE,FALSE,NA,NA
"26","RT @renu_18: Lol<ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C>
He is actually speaking about his own sense of panic after hearing that more #SurgicalStrikeonBlackMoney is yet to come…",FALSE,0,NA,2016-11-13 11:59:22,FALSE,NA,"797770831711584256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vishatigchaudh1",5,TRUE,FALSE,NA,NA
"27","Incompetence of banks creating chaos ! #SurgicalStrikeonBlackMoney",FALSE,0,NA,2016-11-13 11:58:56,FALSE,NA,"797770723221786628",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sharsanj",0,FALSE,FALSE,NA,NA
"28","#namo #PMblackmoneySpeech #SurgicalStrikeonBlackMoney https://t.co/9WmbD9GWzz",FALSE,0,NA,2016-11-13 11:58:05,FALSE,NA,"797770507328180224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","arun2809",0,FALSE,FALSE,NA,NA
"29","RT @KiranKS: While #AAPCON and media are busy blaming Modi for #SurgicalStrikeonBlackMoney, RSS is distributing butter milk to people stand…",FALSE,0,NA,2016-11-13 11:57:47,FALSE,NA,"797770431902035970",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","srk_as",138,TRUE,FALSE,NA,NA
"30","<U+0907><U+0927><U+0930> <U+092E><U+094B><U+0926><U+0940> <U+091C><U+0940> <U+0928><U+0947> #500-1000 <U+092C><U+0902><U+0926> <U+0915><U+093F><U+090F> 
<U+0909><U+0927><U+0930> <U+0918><U+093E><U+091F><U+0940> <U+092E><U+0947><U+0902> <U+092A><U+0925><U+0930><U+093E><U+0935> <U+092C><U+0902><U+0926> <U+0939><U+0941><U+090F> 

<U+090F><U+0915> <U+0935><U+093E><U+0930> <U+0938><U+094C> <U+092C><U+093F><U+092E><U+093E><U+0930> 

#IAmWithModi #BlackMoney #SurgicalStrikeonBlackMoney",FALSE,1,NA,2016-11-13 11:56:53,FALSE,NA,"797770205413785601",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IndiaHunting",1,FALSE,FALSE,NA,NA
"31","Narendra Modi
#surgicalstrikeonblackmoney
#pm

#whatsapp 

 <U+0A98><U+0AA3><U+0ABE> <U+0A85><U+0AAE><U+0AB0><U+0ACD><U+0AA4><U+0ACD><U+0AAF><U+0AB8><U+0AC7><U+0AA8><U+0ACB>....<U+0A98><U+0AA3><U+0ABE> <U+0A89><U+0AB0><U+0ACD><U+0A9C><U+0ABF><U+0AA4> <U+0AAA><U+0A9F><U+0AC7><U+0AB2><U+0ACB> ....
<U+0A98><U+0AA3><U+0ABE> <U+0A98><U+0AA3><U+0ABE>... https://t.co/JMsUPwWKyc",FALSE,0,NA,2016-11-13 11:56:51,FALSE,NA,"797770197084110848",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","jigthecamer",0,FALSE,FALSE,NA,NA
"32","RT @pc_p: Superb trolling done by Namo <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#SurgicalStrikeonBlackMoney https://t.co/P2HjAfE0tZ",FALSE,0,NA,2016-11-13 11:56:31,FALSE,NA,"797770112006836224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","barotchetan99",9,TRUE,FALSE,NA,NA
"33","RT @bhupendrachaube: Delhi airport must be the only airport in the world today where ATM machine has no cash. #SurgicalStrikeonBlackMoney h…",FALSE,0,NA,2016-11-13 11:56:12,FALSE,NA,"797770032600072192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Debu001",74,TRUE,FALSE,NA,NA
"34","RT @bhupendrachaube: Delhi airport must be the only airport in the world today where ATM machine has no cash. #SurgicalStrikeonBlackMoney h…",FALSE,0,NA,2016-11-13 11:55:28,FALSE,NA,"797769848906346496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BreakiNews",74,TRUE,FALSE,NA,NA
"35","RT @KiranKS: While #AAPCON and media are busy blaming Modi for #SurgicalStrikeonBlackMoney, RSS is distributing butter milk to people stand…",FALSE,0,NA,2016-11-13 11:55:28,FALSE,NA,"797769848101040135",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","neelamrr1974",138,TRUE,FALSE,NA,NA
"36","RT @renu_18: Lol<ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C>
He is actually speaking about his own sense of panic after hearing that more #SurgicalStrikeonBlackMoney is yet to come…",FALSE,0,NA,2016-11-13 11:55:26,FALSE,NA,"797769838517063680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","raja1260",5,TRUE,FALSE,NA,NA
"37","RT @bhupendrachaube: Delhi airport must be the only airport in the world today where ATM machine has no cash. #SurgicalStrikeonBlackMoney h…",FALSE,0,NA,2016-11-13 11:54:30,FALSE,NA,"797769605179580417",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AAPlogical",74,TRUE,FALSE,NA,NA
"38","Lol<ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C>
He is actually speaking about his own sense of panic after hearing that more #SurgicalStrikeonBlackMoney is y… https://t.co/JN9QMoQ3x6",FALSE,4,NA,2016-11-13 11:54:24,TRUE,NA,"797769580877709313",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","renu_18",5,FALSE,FALSE,NA,NA
"39","RT @KiranKS: While #AAPCON and media are busy blaming Modi for #SurgicalStrikeonBlackMoney, RSS is distributing butter milk to people stand…",FALSE,0,NA,2016-11-13 11:52:18,FALSE,NA,"797769050864680960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nationfirst",138,TRUE,FALSE,NA,NA
"40","RT @KiranKS: While #AAPCON and media are busy blaming Modi for #SurgicalStrikeonBlackMoney, RSS is distributing butter milk to people stand…",FALSE,0,NA,2016-11-13 11:50:35,FALSE,NA,"797768621606899713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","r_bhambri",138,TRUE,FALSE,NA,NA
"41","RT @rashmi21044: @ANI_news This crook has suffered so much from #SurgicalStrikeonBlackMoney that he's coming out again n again2 whine https…",FALSE,0,NA,2016-11-13 11:50:32,FALSE,NA,"797768606155231236",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","swaroopvaidya78",3,TRUE,FALSE,NA,NA
"42","Some channels are repeatedly showing old clips to show their fake Ground Reality #SurgicalStrikeonBlackMoney",FALSE,0,NA,2016-11-13 11:49:06,FALSE,NA,"797768246040600577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CaamanoLawyer",0,FALSE,FALSE,NA,NA
"43","RT @im_aasif: #BlackMoney #SurgicalStrikeonBlackMoney https://t.co/DZXsAwgXVT",FALSE,0,NA,2016-11-13 11:48:52,FALSE,NA,"797768189388214277",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fillfillzyada",1,TRUE,FALSE,NA,NA
"44","RT @SirJadeja: Do You Support Prime Minister Modi's #SurgicalStrikeonBlackMoney?

RT -Yes
Fav -No

#BlackMoney #CORRUPTION #CurrencyBan Rs…",FALSE,0,NA,2016-11-13 11:48:11,FALSE,NA,"797768017765539840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jain_sushil1",6205,TRUE,FALSE,NA,NA
"45","*""<U+092E><U+0947><U+0930><U+0947> <U+092A><U+094D><U+092F><U+093E><U+0930><U+0947> <U+0926><U+0947><U+0936><U+0935><U+093E><U+0938><U+0940><U+092F><U+094B>...*""
.
.
.
.
.
.
.
<U+0905><U+092D><U+0940> <U+092F><U+0947> <U+0938><U+0941><U+0928><U+0924><U+0947> <U+0939><U+093F> <U+0935><U+093F><U+0930><U+094B><U+0927><U+093F><U+092F><U+094B> <U+0915><U+0947> <U+0930><U+094B><U+0902><U+0917><U+091F><U+0947> <U+0916><U+0921><U+0947> <U+0939><U+094B> <U+091C><U+093E><U+0924><U+0947> <U+0939><U+0948><U+0902>  
#DeMonetisation #SurgicalStrikeonBlackMoney",FALSE,0,NA,2016-11-13 11:47:27,FALSE,NA,"797767832008355840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Acharya73H",0,FALSE,FALSE,NA,NA
"46","RT @KiranKS: While #AAPCON and media are busy blaming Modi for #SurgicalStrikeonBlackMoney, RSS is distributing butter milk to people stand…",FALSE,0,NA,2016-11-13 11:47:08,FALSE,NA,"797767751767035906",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","premendrakamboj",138,TRUE,FALSE,NA,NA
"47","@narendramodi sir ji you are best pm but next #SurgicalStrikeonBlackMoney in aboard",FALSE,1,"narendramodi",2016-11-13 11:46:48,FALSE,NA,"797767668996702208","18839785","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mehta2984",0,FALSE,FALSE,NA,NA
"48","RT @myvotetoday: Besides politicians, Dawood who funds ISI activities in India, has real estate holdings. Will #SurgicalStrikeonBlackMoney…",FALSE,0,NA,2016-11-13 11:46:48,FALSE,NA,"797767666748395524",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KRIRIS3322",2,TRUE,FALSE,NA,NA
"49","One of my friend posted selfie vth 3 note of 2000 each
It ended by giving us party
#2000WalaSelfie
#NoMoreSelfie
#SurgicalStrikeonBlackMoney",FALSE,0,NA,2016-11-13 11:46:30,FALSE,NA,"797767590814679040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shawin23",0,FALSE,FALSE,NA,NA
"50","RT @rashmi21044: @ANI_news This crook has suffered so much from #SurgicalStrikeonBlackMoney that he's coming out again n again2 whine https…",FALSE,0,NA,2016-11-13 11:45:57,FALSE,NA,"797767454441226240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","taraspalmaan",3,TRUE,FALSE,NA,NA
"51","RT @KiranKS: While #AAPCON and media are busy blaming Modi for #SurgicalStrikeonBlackMoney, RSS is distributing butter milk to people stand…",FALSE,0,NA,2016-11-13 11:45:54,FALSE,NA,"797767443175251968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","basant_bhoruka",138,TRUE,FALSE,NA,NA
"52","RT @KiranKS: While #AAPCON and media are busy blaming Modi for #SurgicalStrikeonBlackMoney, RSS is distributing butter milk to people stand…",FALSE,0,NA,2016-11-13 11:45:12,FALSE,NA,"797767263935791104",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","nparama1951",138,TRUE,FALSE,NA,NA
"53","RT @KiranKS: While #AAPCON and media are busy blaming Modi for #SurgicalStrikeonBlackMoney, RSS is distributing butter milk to people stand…",FALSE,0,NA,2016-11-13 11:44:53,FALSE,NA,"797767183883497472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bablisingh04",138,TRUE,FALSE,NA,NA
"54","RT @vikasbha: BiggBoss10 host @BeingSalmanKhan salutes PM @narendramodi for #DeMonetisation. Says it's big #SurgicalStrikeonBlackMoney http…",FALSE,0,NA,2016-11-13 11:44:46,FALSE,NA,"797767156440109056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nishitpadhiyar",163,TRUE,FALSE,NA,NA
"55","RT @KiranKS: While #AAPCON and media are busy blaming Modi for #SurgicalStrikeonBlackMoney, RSS is distributing butter milk to people stand…",FALSE,0,NA,2016-11-13 11:44:28,FALSE,NA,"797767081764782080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1karnareddy",138,TRUE,FALSE,NA,NA
"56","RT @SirJadeja: Do You Support Prime Minister Modi's #SurgicalStrikeonBlackMoney?

RT -Yes
Fav -No

#BlackMoney #CORRUPTION #CurrencyBan Rs…",FALSE,0,NA,2016-11-13 11:44:04,FALSE,NA,"797766980287729664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","oOChandanOo",6205,TRUE,FALSE,NA,NA
"57","RT @KiranKS: While #AAPCON and media are busy blaming Modi for #SurgicalStrikeonBlackMoney, RSS is distributing butter milk to people stand…",FALSE,0,NA,2016-11-13 11:43:06,FALSE,NA,"797766738356027392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sadhuvaad",138,TRUE,FALSE,NA,NA
"58","r #DeMonetisation  #IndiaFightsCorruption #BlackmoneyCleanup  #ModiinGoa #SurgicalStrikeonBlackMoney… https://t.co/o1rz08gvOZ",FALSE,0,NA,2016-11-13 11:41:21,TRUE,NA,"797766295181635584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SbSdesi",0,FALSE,FALSE,NA,NA
"59","A middle class man's honest OPEN letter to PM https://t.co/tZOMgw5oR1 @PMOIndia #SurgicalStrikeonBlackMoney",FALSE,0,NA,2016-11-13 11:41:20,FALSE,NA,"797766291310268416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","erajesh29",0,FALSE,FALSE,NA,NA
"60","RT @sush091979: #SurgicalStrikeonBlackMoney!!
Surprisingly none of them r asking for any proof <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>
Lagta hai proof ghar par hi hai <ed><U+00A0><U+00BD><ed><U+00B8><U+0085><ed><U+00A0><U+00BD><ed><U+00B8><U+0085>#ModiFig…",FALSE,0,NA,2016-11-13 11:40:33,FALSE,NA,"797766093074878464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shilpa2505",756,TRUE,FALSE,NA,NA
"61","RT @AshiQuotes: MP police caught illegal cash worth <U+20B9>4Cr at MH-MP border. Kudos Modi Govt for #SurgicalStrikeonBlackMoney , whole system is…",FALSE,0,NA,2016-11-13 11:39:20,FALSE,NA,"797765788048441344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cool_only",270,TRUE,FALSE,NA,NA
"62","#SurgicalStrikeonBlackMoney and its side effects have come as boon for Habitual defaulters of #Nagpur...excuses, excuses, &amp; excuses",FALSE,0,NA,2016-11-13 11:39:12,FALSE,NA,"797765756561723392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RajeshKelkar",0,FALSE,FALSE,NA,NA
"63","@Leopard212 
<U+20B9>1500 cr of Naxals up in smoke. 
So #SurgicalStrikeOnBlackMoney hitting right spot. Yippee !",FALSE,0,"Leopard212",2016-11-13 11:39:08,FALSE,"797661028553138176","797765737880293377","17197378","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","johnygorkha",0,FALSE,FALSE,NA,NA
